,track_name,textual,numerical
2300,Love Me Harder,Ariana Grande Dance Love Me Harder,4.9061699999999995
2301,Love Myself,Hailee Steinfeld Dance Love Myself,5.5672999999999995
2302,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj Dance Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",6.3736023
2303,Waste It On Me (feat. BTS),Steve Aoki Dance Waste It On Me (feat. BTS),5.2945
2304,No Scrubs,TLC Dance No Scrubs,5.648617
2305,Wannabe,Spice Girls Dance Wannabe,5.2894
2306,Jump (with Trippie Redd),Julia Michaels Dance Jump (with Trippie Redd),4.835100000000001
2307,Imposible,Luis Fonsi Dance Imposible,5.5198
2308,Dreams,Bazzi Dance Dreams,5.29000385
2309,Scars To Your Beautiful,Alessia Cara Dance Scars To Your Beautiful,4.2105
2310,Again,Noah Cyrus Dance Again,5.323857500000001
2311,Slow Hands,Niall Horan Dance Slow Hands,4.3883
2312,Take on Me,a-ha Dance Take on Me,5.98705
2313,Supernova,Ansel Elgort Dance Supernova,5.8609
2314,It Wasn't Me,Shaggy Dance It Wasn't Me,4.5745000000000005
2315,Sure Thing,Miguel Dance Sure Thing,5.073710999999999
2316,Let Me Love You,Mario Dance Let Me Love You,5.5702
2317,Waves (feat. 6LACK),Normani Dance Waves (feat. 6LACK),5.385
2318,Superhero,Lauv Dance Superhero,5.0149
2319,talk is overrated,Jeremy Zucker Dance talk is overrated,5.8017
2320,Umbrella,Rihanna Dance Umbrella,5.15124
2321,There You Are,ZAYN Dance There You Are,4.8202
2322,Stay (with Alessia Cara),Zedd Dance Stay (with Alessia Cara),5.8142
2323,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur Dance Rewrite The Stars (with James Arthur & Anne-Marie),5.435299999999999
2324,Stereo Hearts (feat. Adam Levine),Gym Class Heroes Dance Stereo Hearts (feat. Adam Levine),4.906499999999999
2325,Poker Face,Lady Gaga Dance Poker Face,4.94310219
2326,Gasoline,Halsey Dance Gasoline,5.3139
2327,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN Dance I Don’t Wanna Live Forever (Fifty Shades Darker),3.6419196000000005
2328,Stone Cold,Demi Lovato Dance Stone Cold,4.354
2329,Capital Letters,Hailee Steinfeld Dance Capital Letters,4.55940827
2330,Now Or Never,Halsey Dance Now Or Never,5.280401110000001
2331,Come On Eileen,Dexys Midnight Runners Dance Come On Eileen,4.95520314
2332,Say My Name,David Guetta Dance Say My Name,5.717999999999999
2333,I Found You (with Calvin Harris),benny blanco Dance I Found You (with Calvin Harris),5.1098
2334,better off,Jeremy Zucker Dance better off,5.3711924
2335,Heaven,Julia Michaels Dance Heaven,5.9637
2336,pete davidson,Ariana Grande Dance pete davidson,4.0159116
2337,PILLOWTALK,ZAYN Dance PILLOWTALK,4.4605
2338,Replay,Iyaz Dance Replay,4.0687999999999995
2339,Bad Romance,Lady Gaga Dance Bad Romance,4.5822865
2340,Tie Me Down (with Elley Duhé),Gryffin Dance Tie Me Down (with Elley Duhé),4.3064
2341,So Sick,Ne-Yo Dance So Sick,4.843999999999999
2342,Take A Bow,Rihanna Dance Take A Bow,4.3856
2343,Buy U a Drank (Shawty Snappin'),T-Pain Dance Buy U a Drank (Shawty Snappin'),4.0595
2344,Music To My Eyes,Lady Gaga Dance Music To My Eyes,4.1451899999999995
2345,Versace On The Floor,Bruno Mars Dance Versace On The Floor,4.5274
2346,Like I'm Gonna Lose You,Meghan Trainor Dance Like I'm Gonna Lose You,4.5794
2347,Bad Liar,Selena Gomez Dance Bad Liar,4.774
2348,Yeah! (feat. Lil Jon & Ludacris),Usher Dance Yeah! (feat. Lil Jon & Ludacris),4.9251
2349,Feels,Kehlani Dance Feels,5.017041
2350,Fallin' All In You,Shawn Mendes Dance Fallin' All In You,4.9931
2351,Elastic Heart,Sia Dance Elastic Heart,4.0413148
2352,better off,Ariana Grande Dance better off,3.6346
2353,Paper Planes,M.I.A. Dance Paper Planes,5.1537962
2354,Good Form (feat. Lil Wayne),Nicki Minaj Dance Good Form (feat. Lil Wayne),4.4634149999999995
2355,Marry You,Bruno Mars Dance Marry You,4.776000000000001
2356,the light is coming (feat. Nicki Minaj),Ariana Grande Dance the light is coming (feat. Nicki Minaj),4.4752151
2357,Youth (feat. Khalid),Shawn Mendes Dance Youth (feat. Khalid),5.636
2358,Real Friends,Camila Cabello Dance Real Friends,5.644905070000001
2359,The Way,Ariana Grande Dance The Way,5.873200000000001
2360,Crush Culture,Conan Gray Dance Crush Culture,4.6556
2361,Tell Me You Love Me,Demi Lovato Dance Tell Me You Love Me,4.7734
2362,Golden Hour,Kacey Musgraves Dance Golden Hour,4.7266
2363,I Gotta Feeling,The Black Eyed Peas Dance I Gotta Feeling,4.6887
2364,Boy In The Bubble,Alec Benjamin Dance Boy In The Bubble,6.07143
2365,Bye Bye Bye,*NSYNC Dance Bye Bye Bye,6.0602
2366,What About Us,P!nk Dance What About Us,3.8578021099999997
2367,Where Is The Love?,The Black Eyed Peas Dance Where Is The Love?,4.842
2368,Cry Me a River,Justin Timberlake Dance Cry Me a River,5.861
2369,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth Dance We Don't Talk Anymore (feat. Selena Gomez),5.5729999999999995
2370,Talking to the Moon,Bruno Mars Dance Talking to the Moon,5.211100000000001
2371,Look What I Found,Lady Gaga Dance Look What I Found,5.687163
2372,The Greatest,Sia Dance The Greatest,5.221779
2373,Myself,Bazzi Dance Myself,6.4138011200000005
2374,Enemies,Lauv Dance Enemies,4.758
2375,get well soon,Ariana Grande Dance get well soon,5.5655
2376,Praying,Kesha Dance Praying,3.9777000000000005
2377,Paris,The Chainsmokers Dance Paris,3.9861000000000004
2378,Star,Bazzi Dance Star,3.9946
2379,Move On,Mike Posner Dance Move On,5.2181
2380,Solo (feat. Demi Lovato),Clean Bandit Dance Solo (feat. Demi Lovato),6.166866599999999
2381,Let Me Love You,DJ Snake Dance Let Me Love You,4.2799102
2382,Locked Out Of Heaven,Bruno Mars Dance Locked Out Of Heaven,5.3491
2383,Say My Name,Destiny's Child Dance Say My Name,6.27
2384,Mirrors,Justin Timberlake Dance Mirrors,5.297899999999999
2385,Polaroid,Jonas Blue Dance Polaroid,6.107200000000001
2386,7 rings (feat. 2 Chainz) - Remix,Ariana Grande Dance 7 rings (feat. 2 Chainz) - Remix,5.3303
2387,No One Compares To You,Jack & Jack Dance No One Compares To You,4.6985
2388,Crazy In Love,Beyoncé Dance Crazy In Love,5.70799
2389,Younger,Ruel Dance Younger,5.563
2390,Thief,Ansel Elgort Dance Thief,5.1572
2391,Counting Stars,OneRepublic Dance Counting Stars,5.3726
2392,Break Free,Ariana Grande Dance Break Free,5.3779435
2393,Love Story,Taylor Swift Dance Love Story,4.0092
2394,This Is What You Came For,Calvin Harris Dance This Is What You Came For,6.1880999999999995
2395,Juice,Lizzo Dance Juice,5.483409999999999
2396,Can I Be Him,James Arthur Dance Can I Be Him,4.5918
2397,Stitches,Shawn Mendes Dance Stitches,4.7328
2398,Dance To This (feat. Ariana Grande),Troye Sivan Dance Dance To This (feat. Ariana Grande),4.76309
2399,successful,Ariana Grande Dance successful,5.6877074
2400,Story of My Life,One Direction Dance Story of My Life,4.4427
2401,"Audio (with Sia, Diplo & Labrinth)","Sia Dance Audio (with Sia, Diplo & Labrinth)",5.05830151
2402,End Game,Taylor Swift Dance End Game,4.03325
2403,Sorry,Justin Bieber Dance Sorry,5.7221
2404,Everyday,Ariana Grande Dance Everyday,5.450500000000001
2405,Come Through and Chill,Miguel Dance Come Through and Chill,4.3420000000000005
2406,Problem,Ariana Grande Dance Problem,5.70520883
2407,Sign of the Times,Harry Styles Dance Sign of the Times,4.0938
2408,Temperature,Sean Paul Dance Temperature,6.0137
2409,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental Dance These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5.0504
2410,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled Dance I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",4.382000000000001
2411,Bitch Better Have My Money,Rihanna Dance Bitch Better Have My Money,5.58720204
2412,Nunya (feat. Dom Kennedy),Kehlani Dance Nunya (feat. Dom Kennedy),5.082
2413,"One, Two Step","Ciara Dance One, Two Step",5.71197
2414,Everytime We Touch,Cascada Dance Everytime We Touch,4.690082070000001
2415,Work from Home (feat. Ty Dolla $ign),Fifth Harmony Dance Work from Home (feat. Ty Dolla $ign),4.62660394
2416,Everybody Wants To Rule The World,Tears For Fears Dance Everybody Wants To Rule The World,4.95573
2417,I Miss You (feat. Julia Michaels),Clean Bandit Dance I Miss You (feat. Julia Michaels),5.654307639999999
2418,The Climb,Miley Cyrus Dance The Climb,3.7520000000000002
2419,oui,Jeremih Dance oui,4.7233
2420,Let Me Down Slowly (feat. Alessia Cara),Alec Benjamin Dance Let Me Down Slowly (feat. Alessia Cara),6.0839074
2421,Lights Down Low,MAX Dance Lights Down Low,4.677
2422,Roses,The Chainsmokers Dance Roses,4.38537
2423,Hooked,Why Don't We Dance Hooked,4.5786
2424,Dazed & Confused,Ruel Dance Dazed & Confused,4.526
2425,Fergalicious,Fergie Dance Fergalicious,6.0118
2426,My Boo,Usher Dance My Boo,4.4145
2427,Beach House,The Chainsmokers Dance Beach House,5.030600000000001
2428,"Oh, What A World","Kacey Musgraves Dance Oh, What A World",3.9203300000000003
2429,Summer on You,PRETTYMUCH Dance Summer on You,5.2034
2430,Cooler Than Me - Single Mix,Mike Posner Dance Cooler Than Me - Single Mix,6.3815
2431,Hollaback Girl,Gwen Stefani Dance Hollaback Girl,6.308705349999999
2432,Good Years,ZAYN Dance Good Years,4.213
2433,More Than You Know,Axwell /\ Ingrosso Dance More Than You Know,6.016499999999999
2434,Talia,King Princess Dance Talia,4.353000000000001
2435,Grip,Seeb Dance Grip,5.3837
2436,SexyBack (feat. Timbaland),Justin Timberlake Dance SexyBack (feat. Timbaland),5.6411999999999995
2437,Rollin,Calvin Harris Dance Rollin,5.976966700000001
2438,Be Alright,Ariana Grande Dance Be Alright,5.36050285
2439,Complicated,Avril Lavigne Dance Complicated,4.3611077400000005
2440,RPG (feat. 6lack),Kehlani Dance RPG (feat. 6lack),5.9145
2441,Without You (feat. Sandro Cavazza),Avicii Dance Without You (feat. Sandro Cavazza),4.613099999999999
2442,I Wanna Know (feat. Bea Miller),NOTD Dance I Wanna Know (feat. Bea Miller),4.678599999999999
2443,S.O.S.,Jonas Brothers Dance S.O.S.,4.324528
2444,Since U Been Gone,Kelly Clarkson Dance Since U Been Gone,4.32935
2445,Low (feat. T-Pain),Flo Rida Dance Low (feat. T-Pain),5.7199
2446,Dark Horse,Katy Perry Dance Dark Horse,4.24344
2447,Miss Independent,Ne-Yo Dance Miss Independent,5.26
2448,Let Me Love You,Ariana Grande Dance Let Me Love You,3.5406
2449,Blank Space,Taylor Swift Dance Blank Space,4.15560164
2450,Look What You Made Me Do,Taylor Swift Dance Look What You Made Me Do,5.8420141
2451,Classic,MKTO Dance Classic,4.8674
2452,Where Were You In The Morning?,Shawn Mendes Dance Where Were You In The Morning?,4.6127
2453,Just Give Me a Reason (feat. Nate Ruess),P!nk Dance Just Give Me a Reason (feat. Nate Ruess),4.298202000000001
2454,Dilemma,Nelly Dance Dilemma,6.166029099999999
2455,Empty Space,James Arthur Dance Empty Space,4.5171
2456,Titanium (feat. Sia),David Guetta Dance Titanium (feat. Sia),5.1026
2457,Royals,Lorde Dance Royals,3.806
2458,Like I Do,David Guetta Dance Like I Do,5.71584
2459,2U,David Guetta Dance 2U,5.4227
2460,Woman Like Me (feat. Nicki Minaj),Little Mix Dance Woman Like Me (feat. Nicki Minaj),6.6774
2461,Somebody,The Chainsmokers Dance Somebody,5.3433
2462,I'll Be There,Jess Glynne Dance I'll Be There,4.559699999999999
2463,Good as Hell,Lizzo Dance Good as Hell,6.0125
2464,Shake It Off,Taylor Swift Dance Shake It Off,4.9511
2465,Naked,James Arthur Dance Naked,4.1015
2466,Just Dance,Lady Gaga Dance Just Dance,5.540917599999999
2467,Telephone,Lady Gaga Dance Telephone,4.71188
2468,The Cure,Lady Gaga Dance The Cure,4.075
2469,Sweet Dreams (Are Made of This) - Remastered,Eurythmics Dance Sweet Dreams (Are Made of This) - Remastered,6.2567
2470,Work,Rihanna Dance Work,3.9356999999999998
2471,Lovebug,Jonas Brothers Dance Lovebug,3.7591
2472,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips Dance All My Friends (feat. Tinashe & Chance the Rapper),3.9110840999999996
2473,...Ready For It?,Taylor Swift Dance ...Ready For It?,4.5787
2474,Rock Your Body,Justin Timberlake Dance Rock Your Body,5.946333999999999
2475,Confident,Demi Lovato Dance Confident,5.193879000000001
2476,The Way I Am,Charlie Puth Dance The Way I Am,6.0218023800000005
2477,Never Forget You,Zara Larsson Dance Never Forget You,5.52682986
2478,How Long,Charlie Puth Dance How Long,5.96510349
2479,Love On Top,Beyoncé Dance Love On Top,5.0766
2480,I Did Something Bad,Taylor Swift Dance I Did Something Bad,4.861521099999999
2481,Love,Lana Del Rey Dance Love,3.8080000000000003
2482,Should I Stay or Should I Go - Remastered,The Clash Dance Should I Stay or Should I Go - Remastered,5.373
2483,Time of Our Lives,Pitbull Dance Time of Our Lives,5.5043
2484,Happy & Sad,Kacey Musgraves Dance Happy & Sad,4.2373
2485,Ride Wit Me,Nelly Dance Ride Wit Me,4.843699999999999
2486,I Wanna Love You,Akon Dance I Wanna Love You,3.8325000000000005
2487,Connection,OneRepublic Dance Connection,4.659537
2488,Sick Boy,The Chainsmokers Dance Sick Boy,5.1841
2489,Never Be Like You (feat. Kai),Flume Dance Never Be Like You (feat. Kai),3.9751999999999996
2490,Raise Your Glass,P!nk Dance Raise Your Glass,4.4248899999999995
2491,Roar,Katy Perry Dance Roar,5.9216766000000005
2492,Middle,DJ Snake Dance Middle,5.0188999999999995
2493,Adore You,Miley Cyrus Dance Adore You,3.94950357
2494,Girls Just Want to Have Fun,Cyndi Lauper Dance Girls Just Want to Have Fun,5.1684019999999995
2495,Sk8er Boi,Avril Lavigne Dance Sk8er Boi,4.7122679
2496,Idle Town,Conan Gray Dance Idle Town,4.1956202
2497,Beautiful Girls,Sean Kingston Dance Beautiful Girls,6.1047
2498,Shout Out to My Ex,Little Mix Dance Shout Out to My Ex,5.15780823
2499,Adicto,Prince Royce Dance Adicto,6.334
2500,My House,Flo Rida Dance My House,5.5764
2501,Kiss Me Thru The Phone,Soulja Boy Dance Kiss Me Thru The Phone,5.0765
2502,TiK ToK,Kesha Dance TiK ToK,6.235100000000001
2503,Dynamite,Taio Cruz Dance Dynamite,4.61452
2504,You Belong With Me,Taylor Swift Dance You Belong With Me,4.2546135000000005
2505,Lonely Weekend,Kacey Musgraves Dance Lonely Weekend,5.0566071599999995
2506,NO EXCUSES,Meghan Trainor Dance NO EXCUSES,4.3438
2507,I Don't Know What Love Is,Lady Gaga Dance I Don't Know What Love Is,3.634994
2508,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding Dance Love Me Like You Do - From ""Fifty Shades Of Grey""",3.9733999999999994
2509,Yo (Excuse Me Miss),Chris Brown Dance Yo (Excuse Me Miss),5.316999999999999
2510,One Call Away,Charlie Puth Dance One Call Away,4.1574
2511,Bang Bang,Jessie J Dance Bang Bang,6.655900000000001
2512,When You Love Someone,James TW Dance When You Love Someone,4.3491
2513,Treasure,Bruno Mars Dance Treasure,6.2133724
2514,i'm so tired... - MNEK remix,Lauv Dance i'm so tired... - MNEK remix,3.621368
2515,Gold,Kiiara Dance Gold,4.5584999999999996
2516,Santa Tell Me,Ariana Grande Dance Santa Tell Me,4.8615
2517,Every Breath You Take - Remastered 2003,The Police Dance Every Breath You Take - Remastered 2003,4.8935
2518,I Kissed A Girl,Katy Perry Dance I Kissed A Girl,4.42093
2519,Too Deep,Kehlani Dance Too Deep,5.974600000000001
2520,Diggin' My Grave,Lady Gaga Dance Diggin' My Grave,5.3057153
2521,Done for Me (feat. Kehlani),Charlie Puth Dance Done for Me (feat. Kehlani),5.8388
2522,REMEDY,Alesso Dance REMEDY,4.9296
2523,Chun-Li,Nicki Minaj Dance Chun-Li,6.0380508
2524,Truth Hurts,Lizzo Dance Truth Hurts,5.405
2525,Before He Cheats,Carrie Underwood Dance Before He Cheats,5.3885000000000005
2526,Run the World (Girls),Beyoncé Dance Run the World (Girls),5.3410072
2527,"Back to Life - from ""Bumblebee""","Hailee Steinfeld Dance Back to Life - from ""Bumblebee""",5.1034
2528,Impatient,Jeremih Dance Impatient,5.0728
2529,Dead,Madison Beer Dance Dead,5.788
2530,Say Something,Justin Timberlake Dance Say Something,3.7070109
2531,My Love (feat. T.I.),Justin Timberlake Dance My Love (feat. T.I.),6.641011700000001
2532,Velvet Elvis,Kacey Musgraves Dance Velvet Elvis,4.0547
2533,How Far I'll Go - Alessia Cara Version,Alessia Cara Dance How Far I'll Go - Alessia Cara Version,3.9708440000000005
2534,Without Me - ILLENIUM Remix,Halsey Dance Without Me - ILLENIUM Remix,4.84090222
2535,All I Want for Christmas Is You,Mariah Carey Dance All I Want for Christmas Is You,4.064400000000001
2536,Holy,King Princess Dance Holy,3.9809289999999997
2537,No Diggity,Blackstreet Dance No Diggity,6.407
2538,Apologize,OneRepublic Dance Apologize,4.357918
2539,Generation Why,Conan Gray Dance Generation Why,4.11090293
2540,Avril 14th,Aphex Twin Dance Avril 14th,4.701600000000001
2541,Just Got Paid,Sigala Dance Just Got Paid,6.1803
2542,Super Bass,Nicki Minaj Dance Super Bass,5.50000511
2543,Malibu,Miley Cyrus Dance Malibu,4.4925264
2544,Symphony (feat. Zara Larsson),Clean Bandit Dance Symphony (feat. Zara Larsson),5.8533159999999995
2545,Side Effects,The Chainsmokers Dance Side Effects,4.6991700000000005
2546,Back To You,Selena Gomez Dance Back To You,4.26070126
2547,Crank That (Soulja Boy),Soulja Boy Dance Crank That (Soulja Boy),5.509099999999999
2548,Heal Me,Lady Gaga Dance Heal Me,4.7459999999999996
2549,Don’t Blame Me,Taylor Swift Dance Don’t Blame Me,4.7383176
2550,Your Shirt,Chelsea Cutler Dance Your Shirt,4.0431
2551,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit,Lana Del Rey Dance Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit,4.961608719999999
2552,You're Such A,Hailee Steinfeld Dance You're Such A,4.602681
2553,Entertainer,ZAYN Dance Entertainer,4.8361244
2554,Right Now (Na Na Na),Akon Dance Right Now (Na Na Na),6.334
2555,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo Dance Swalla (feat. Nicki Minaj & Ty Dolla $ign),5.11
2556,Irreplaceable,Beyoncé Dance Irreplaceable,5.86330546
2557,Always Be My Baby,Mariah Carey Dance Always Be My Baby,4.2683
2558,What Do You Mean?,Justin Bieber Dance What Do You Mean?,6.388998
2559,Fetish (feat. Gucci Mane),Selena Gomez Dance Fetish (feat. Gucci Mane),4.024803589999999
2560,Timber,Pitbull Dance Timber,4.9776
2561,Best Mistake,Ariana Grande Dance Best Mistake,4.8469999999999995
2562,Escápate Conmigo (feat. Ozuna),Wisin Dance Escápate Conmigo (feat. Ozuna),4.9782627
2563,You & Me,James TW Dance You & Me,5.07630773
2564,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled Dance Wild Thoughts (feat. Rihanna & Bryson Tiller),4.1415
2565,Bleeding Love,Leona Lewis Dance Bleeding Love,4.3507
2566,Feel Good (feat. Daya),Gryffin Dance Feel Good (feat. Daya),4.5357
2567,Chi Chi (feat. Chris Brown),Trey Songz Dance Chi Chi (feat. Chris Brown),5.5167
2568,It Will Rain,Bruno Mars Dance It Will Rain,4.5079
2569,Hey Brother,Avicii Dance Hey Brother,5.4070612
2570,Born This Way,Lady Gaga Dance Born This Way,4.35827
2571,Slow Motion,Trey Songz Dance Slow Motion,5.262839200000001
2572,The Lazy Song,Bruno Mars Dance The Lazy Song,5.5581000000000005
2573,1999,Charli XCX Dance 1999,5.11260139
2574,My My My!,Troye Sivan Dance My My My!,3.9198209999999998
2575,Whatever You Like,T.I. Dance Whatever You Like,5.656
2576,Love Is A Wild Thing,Kacey Musgraves Dance Love Is A Wild Thing,3.8973072
2577,Drunk in Love,Beyoncé Dance Drunk in Love,5.2585299999999995
2578,Hide Away,Daya Dance Hide Away,5.29350165
2579,Jessie's Girl,Rick Springfield Dance Jessie's Girl,4.811999999999999
2580,"Sit Still, Look Pretty","Daya Dance Sit Still, Look Pretty",4.9670000000000005
2581,Happy,Pharrell Williams Dance Happy,5.3995999999999995
2582,Gorgeous,Taylor Swift Dance Gorgeous,4.1843094800000005
2583,All These Years,Camila Cabello Dance All These Years,5.5569999999999995
2584,Morning Glory,Kehlani Dance Morning Glory,5.6362000000000005
2585,Too Much To Ask,Niall Horan Dance Too Much To Ask,4.3797
2586,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes Dance Feels Great (feat. Fetty Wap & CVBZ),4.3069
2587,Night Changes,One Direction Dance Night Changes,4.826300000000001
2588,Échame La Culpa,Luis Fonsi Dance Échame La Culpa,4.748200000000001
2589,So What,P!nk Dance So What,4.1923062600000005
2590,Oops!...I Did It Again,Britney Spears Dance Oops!...I Did It Again,6.4287177
2591,A Million Dreams,P!nk Dance A Million Dreams,3.9718
2592,The Nights,Avicii Dance The Nights,4.8159
2593,Wake Me up Before You Go-Go,Wham! Dance Wake Me up Before You Go-Go,4.602799999999999
2594,She Looks So Perfect,5 Seconds of Summer Dance She Looks So Perfect,5.6956679999999995
2595,Bed (feat. Ariana Grande),Nicki Minaj Dance Bed (feat. Ariana Grande),4.4828617
2596,No Place,Backstreet Boys Dance No Place,4.046600000000001
2597,Pon de Replay,Rihanna Dance Pon de Replay,4.363925
2598,Stole Your Car,Charlotte Lawrence Dance Stole Your Car,5.2841304
2599,Flames,David Guetta Dance Flames,5.4332084499999995
2600,Getting Over You,Lauv Dance Getting Over You,3.65650227
2601,Trust Fund Baby,Why Don't We Dance Trust Fund Baby,4.7267
2602,Waiting For Love,Avicii Dance Waiting For Love,6.1067
2603,Head Above Water,Avril Lavigne Dance Head Above Water,4.0858
2604,Want To,Dua Lipa Dance Want To,5.094831999999999
2605,RIP (feat. G-Eazy & Drew Love),Olivia O'Brien Dance RIP (feat. G-Eazy & Drew Love),5.4822
2606,HeadBand (feat. 2 Chainz),B.o.B Dance HeadBand (feat. 2 Chainz),4.170100000000001
2607,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris Dance Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",6.118600000000001
2608,7/11,Beyoncé Dance 7/11,5.6258
2609,Pussy Is God,King Princess Dance Pussy Is God,5.074490000000001
2610,Don't Leave Me Alone (feat. Anne-Marie),David Guetta Dance Don't Leave Me Alone (feat. Anne-Marie),5.6707
2611,Only,Nicki Minaj Dance Only,5.8429
2612,Unwritten,Natasha Bedingfield Dance Unwritten,4.55687
2613,Only Want You,Rita Ora Dance Only Want You,4.9426714
2614,They Don't Know About Us,One Direction Dance They Don't Know About Us,4.3101
2615,Love Language,Kehlani Dance Love Language,5.0904
2616,Wonder Woman,Kacey Musgraves Dance Wonder Woman,3.9365158
2617,Cheerleader - Felix Jaehn Remix Radio Edit,OMI Dance Cheerleader - Felix Jaehn Remix Radio Edit,4.113512
2618,The Way (feat. Chance the Rapper),Kehlani Dance The Way (feat. Chance the Rapper),4.5809999999999995
2619,Rock Bottom,Hailee Steinfeld Dance Rock Bottom,4.7922
2620,Hands To Myself,Selena Gomez Dance Hands To Myself,5.13370244
2621,Bubbly,Colbie Caillat Dance Bubbly,4.218
2622,Loyal,Chris Brown Dance Loyal,4.31360103
2623,Solita (feat. Rich The Kid),PRETTYMUCH Dance Solita (feat. Rich The Kid),4.7059999999999995
2624,This Town,Niall Horan Dance This Town,5.3422
2625,Faith - Remastered,George Michael Dance Faith - Remastered,4.1676358
2626,Don't Matter,Akon Dance Don't Matter,4.0634
2627,Remember (with ZOHARA),Gryffin Dance Remember (with ZOHARA),5.7523
2628,Kream (feat. Tyga),Iggy Azalea Dance Kream (feat. Tyga),4.16850436
2629,U Remind Me,Usher Dance U Remind Me,4.7442
2630,Nervous,Shawn Mendes Dance Nervous,4.742
2631,Why Did You Do That?,Lady Gaga Dance Why Did You Do That?,5.332609939999999
2632,Breathe Me,Sia Dance Breathe Me,4.0858
2633,Pump It,The Black Eyed Peas Dance Pump It,5.4099
2634,Cold Water,Major Lazer Dance Cold Water,5.1434
2635,Last Friday Night (T.G.I.F.),Katy Perry Dance Last Friday Night (T.G.I.F.),6.325793099999999
2636,Chasing Fire,Lauv Dance Chasing Fire,4.285299999999999
2637,True Colors (feat. Maya Avedis),XO Cupid Dance True Colors (feat. Maya Avedis),4.3202
2638,Amnesia,5 Seconds of Summer Dance Amnesia,3.3544
2639,Runaway (U & I),Galantis Dance Runaway (U & I),4.208539999999999
2640,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha Dance Bad Bitch (feat. Ty Dolla $ign),4.1032
2641,Airplanes (feat. Hayley Williams),B.o.B Dance Airplanes (feat. Hayley Williams),5.275799999999999
2642,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson Dance Back to You (feat. Bebe Rexha & Digital Farm Animals),5.695
2643,Tonight Tonight,Hot Chelle Rae Dance Tonight Tonight,4.7863999999999995
2644,Make Me (Cry),Noah Cyrus Dance Make Me (Cry),4.26946
2645,We Found Love,Rihanna Dance We Found Love,4.59368
2646,Wait a Minute!,Willow Dance Wait a Minute!,5.2092255
2647,Chantaje (feat. Maluma),Shakira Dance Chantaje (feat. Maluma),6.3376305
2648,Seeing Blind,Niall Horan Dance Seeing Blind,3.9330999999999996
2649,Outrunning Karma,Alec Benjamin Dance Outrunning Karma,5.41550282
2650,Glad You Came,The Wanted Dance Glad You Came,5.3480159
2651,Lean On,Major Lazer Dance Lean On,5.50819
2652,Don't Stop The Music,Rihanna Dance Don't Stop The Music,5.6844692
2653,Lonely Together (feat. Rita Ora),Avicii Dance Lonely Together (feat. Rita Ora),4.2596282
2654,Truthfully,DNCE Dance Truthfully,4.6406
2655,fOoL fOr YoU,ZAYN Dance fOoL fOr YoU,3.4912
2656,Clandestino,Shakira Dance Clandestino,7.235033700000001
2657,Wrecking Ball,Miley Cyrus Dance Wrecking Ball,4.1362
2658,Foolish,Ashanti Dance Foolish,4.4891
2659,"Too Little, Too Late - Radio Version","JoJo Dance Too Little, Too Late - Radio Version",5.12220107
2660,Dumb Blonde (feat. Nicki Minaj),Avril Lavigne Dance Dumb Blonde (feat. Nicki Minaj),5.1323
2661,Just For A Moment (feat. Iselin),Gryffin Dance Just For A Moment (feat. Iselin),5.4034169
2662,Teenager in Love,Madison Beer Dance Teenager in Love,4.34030582
2663,Me Too,Meghan Trainor Dance Me Too,6.2902012
2664,Year 3000,Jonas Brothers Dance Year 3000,4.79640687
2665,Ayo,Chris Brown Dance Ayo,4.4333
2666,Tequilawine,Olivia O'Brien Dance Tequilawine,5.7002999999999995
2667,YOUTH,Troye Sivan Dance YOUTH,3.9672
2668,Heart Attack,Demi Lovato Dance Heart Attack,4.7707999999999995
2669,Paparazzi,Lady Gaga Dance Paparazzi,3.9073999999999995
2670,Colors,Halsey Dance Colors,4.1461
2671,Chunky,Bruno Mars Dance Chunky,5.760800000000001
2672,Look At Me Now,Chris Brown Dance Look At Me Now,5.666903669999999
2673,Kiwi,Harry Styles Dance Kiwi,4.521739999999999
2674,Summer,Calvin Harris Dance Summer,5.9385
